Column1, Column2,
1459919047.516000, 13.945638, 0.038674
1459919047.528000, 13.967390, -0.166953
1459919047.540000, 13.983385, -0.369996
1459919047.552000, 13.993516, -0.570363
1459919047.563000, 13.997588, -0.751588
1459919047.575000, 13.996284, -0.946525
1459919047.587000, 13.988953, -1.138467
1459919047.599000, 13.975606, -1.327310
1459919047.611000, 13.956244, -1.512934
1459919047.623000, 13.930911, -1.695222
1459919047.635000, 13.899671, -1.874062
1459919047.646000, 13.865900, -2.034858
1459919047.658000, 13.823533, -2.206738
1459919047.671000, 13.771246, -2.388637
1459919047.683000, 13.717202, -2.552431
1459919047.696000, 13.652523, -2.725269
1459919047.707000, 13.592937, -2.867652
1459919047.719000, 13.522972, -3.018814
1459919047.731000, 13.447963, -3.165496
1459919047.743000, 13.368047, -3.307569
1459919047.756000, 13.276093, -3.456114
1459919047.768000, 13.186395, -3.588132
1459919047.780000, 13.092218, -3.715114
1459919047.793000, 12.985303, -3.846828
1459919047.805000, 12.882229, -3.962864
1459919047.816000, 12.784176, -4.064426
1459919047.830000, 12.654605, -4.186869
1459919047.842000, 12.539430, -4.285586
1459919047.854000, 12.420575, -4.378400
1459919047.867000, 12.287816, -4.472125
1459919047.879000, 12.161694, -4.552193
1459919047.891000, 12.032251, -4.625933
1459919047.903000, 11.899595, -4.693209
1459919047.916000, 11.752386, -4.758637
1459919047.928000, 11.613366, -4.812015
1459919047.940000, 11.471435, -4.858522
1459919047.952000, 11.326697, -4.898029
1459919047.964000, 11.179224, -4.930415
1459919047.977000, 11.016482, -4.957321
1459919047.989000, 10.863595, -4.974484
1459919048.002000, 10.695187, -4.984629
1459919048.014000, 10.537260, -4.986078
1459919048.026000, 10.377018, -4.979822
1459919048.038000, 10.214566, -4.965761
1459919048.049000, 10.063767, -4.945934
1459919048.062000, 9.883316, -4.913851
1459919048.074000, 9.714701, -4.875832
1459919048.086000, 9.544189, -4.829663
1459919048.098000, 9.371886, -4.775274
1459919048.111000, 9.183312, -4.707004
1459919048.125000, 8.978144, -4.622528
1459919048.137000, 8.800682, -4.541019
1459919048.149000, 8.621855, -4.451070
1459919048.160000, 8.456817, -4.361167
1459919048.174000, 8.245412, -4.236419
1459919048.186000, 8.063125, -4.120262
1459919048.199000, 7.864692, -3.984809
1459919048.211000, 7.680782, -3.850892
1459919048.223000, 7.496315, -3.708463
1459919048.236000, 7.296050, -3.544582
1459919048.248000, 7.110965, -3.384495
1459919048.261000, 6.910426, -3.201564
1459919048.274000, 6.710079, -3.008814
1459919048.286000, 6.525530, -2.822241
1459919048.299000, 6.326236, -2.610834
1459919048.315000, 6.082295, -2.337531
1459919048.328000, 5.885483, -2.104960
1459919048.339000, 5.720164, -1.900917
1459919048.352000, 5.526475, -1.651328
1459919048.364000, 5.349558, -1.412940
1459919048.376000, 5.174694, -1.167024
1459919048.389000, 4.987857, -0.892273
1459919048.402000, 4.804026, -0.609042
1459919048.414000, 4.637300, -0.340249
1459919048.426000, 4.473688, -0.064583
1459919048.439000, 4.300255, 0.241597
1459919048.451000, 4.143958, 0.530991
1459919048.463000, 3.991562, 0.826674
1459919048.475000, 3.843367, 1.128427
1459919048.488000, 3.687832, 1.461935
1459919048.500000, 3.549164, 1.775652
1459919048.512000, 3.415471, 2.094754
1459919048.524000, 3.286993, 2.418994
1459919048.537000, 3.153986, 2.775788
1459919048.549000, 3.037161, 3.109970
1459919048.561000, 2.926294, 3.448517
1459919048.574000, 2.813158, 3.819904
1459919048.587000, 2.707545, 4.195778
1459919048.600000, 2.609699, 4.575791
1459919048.613000, 2.519877, 4.959588
1459919048.625000, 2.444282, 5.316921
1459919048.638000, 2.370513, 5.706997
1459919048.651000, 2.305379, 6.099813
1459919048.664000, 2.249073, 6.495000
1459919048.677000, 2.201750, 6.892199
1459919048.690000, 2.163545, 7.291040
1459919048.703000, 2.134604, 7.691156
1459919048.716000, 2.115012, 8.092192
1459919048.729000, 2.104866, 8.493774
1459919048.741000, 2.103948, 8.864641
1459919048.755000, 2.113162, 9.297161
1459919048.767000, 2.129914, 9.667425
1459919048.780000, 2.157282, 10.067737
1459919048.793000, 2.194253, 10.466875
1459919048.806000, 2.240794, 10.864495
1459919048.819000, 2.296866, 11.260276
1459919048.833000, 2.367845, 11.684080
1459919048.846000, 2.443520, 12.075036
1459919048.860000, 2.535426, 12.492927
1459919048.873000, 2.630323, 12.877753
1459919048.887000, 2.742688, 13.288391
1459919048.900000, 2.856336, 13.665887
1459919048.913000, 2.978809, 14.039447
1459919048.926000, 3.109970, 14.408835
1459919048.939000, 3.249661, 14.773813
1459919048.952000, 3.397729, 15.134171
1459919048.965000, 3.554026, 15.489705
1459919048.978000, 3.718387, 15.840213
1459919048.992000, 3.904224, 16.211873
1459919049.005000, 4.084813, 16.551404
1459919049.019000, 4.287745, 16.910875
1459919049.031000, 4.468518, 17.213768
1459919049.044000, 4.671329, 17.536354
1459919049.058000, 4.897685, 17.877178
1459919049.071000, 5.115094, 18.187448
1459919049.084000, 5.339333, 18.491669
1459919049.097000, 5.570262, 18.789777
1459919049.107000, 5.752390, 19.014909
1459919049.121000, 6.013834, 19.323941
1459919049.134000, 6.263273, 19.604460
1459919049.147000, 6.519048, 19.878764
1459919049.160000, 6.781109, 20.146868
1459919049.173000, 7.049409, 20.408784
1459919049.186000, 7.323926, 20.664548
1459919049.199000, 7.604642, 20.914205
1459919049.212000, 7.891585, 21.157814
1459919049.225000, 8.184770, 21.395447
1459919049.237000, 8.460993, 21.609560
1459919049.250000, 8.766348, 21.835920
1459919049.263000, 9.078156, 22.056562
1459919049.276000, 9.396513, 22.271601
1459919049.289000, 9.721557, 22.481144
1459919049.302000, 10.053439, 22.685330
1459919049.315000, 10.392326, 22.884283
1459919049.328000, 10.738415, 23.078150
1459919049.341000, 11.091906, 23.267089
1459919049.354000, 11.453037, 23.451242
1459919049.367000, 11.822053, 23.630784
1459919049.380000, 12.199221, 23.805869
1459919049.393000, 12.584813, 23.976674
1459919049.406000, 12.979146, 24.143383
1459919049.419000, 13.382511, 24.306164
1459919049.432000, 13.795235, 24.465208
1459919049.445000, 14.217650, 24.620691
1459919049.459000, 14.683786, 24.784374
1459919049.472000, 15.127396, 24.933063
1459919049.485000, 15.581756, 25.078781
1459919049.498000, 16.047183, 25.221700
1459919049.511000, 16.524028, 25.362022
1459919049.524000, 17.012614, 25.499924
1459919049.537000, 17.513256, 25.635599
1459919049.550000, 18.026263, 25.769234
1459919049.563000, 18.551899, 25.901002
1459919049.576000, 19.090427, 26.031097
1459919049.590000, 19.685055, 26.169519
1459919049.603000, 20.251036, 26.296682
1459919049.616000, 20.830485, 26.422701
1459919049.629000, 21.423508, 26.547748
1459919049.642000, 22.030148, 26.671973
1459919049.656000, 22.698685, 26.805028
1459919049.669000, 23.333547, 26.928069
1459919049.683000, 24.032258, 27.060194
1459919049.696000, 24.694759, 27.182678
1459919049.709000, 25.370172, 27.305110
1459919049.722000, 26.058111, 27.427628
1459919049.736000, 26.812487, 27.559805
1459919049.749000, 27.524933, 27.682885
1459919049.762000, 28.248232, 27.806424
1459919049.776000, 29.038454, 27.940093
1459919049.789000, 29.781818, 28.064906
1459919049.802000, 30.533434, 28.190489
1459919049.815000, 31.292243, 28.316935
1459919049.828000, 32.057098, 28.444319
1459919049.842000, 32.886087, 28.582649
1459919049.855000, 33.659344, 28.712240
1459919049.868000, 34.434435, 28.842993
1459919049.882000, 35.269399, 28.985176
1459919049.895000, 36.043189, 29.118535
1459919049.908000, 36.813692, 29.253232
1459919049.922000, 37.637684, 29.399826
1459919049.936000, 38.453366, 29.548061
1459919049.949000, 39.201139, 29.687207
1459919049.962000, 39.937569, 29.827834
1459919049.976000, 40.715563, 29.980943
1459919049.990000, 41.475308, 30.135809
1459919050.003000, 42.162128, 30.281197
1459919050.017000, 42.879153, 30.439472
1459919050.031000, 43.570122, 30.599518
1459919050.045000, 44.232404, 30.761336
1459919050.059000, 44.863410, 30.924907
1459919050.073000, 45.460652, 31.090215
1459919050.087000, 46.021733, 31.257244
1459919050.101000, 46.544387, 31.425966
1459919050.117000, 47.091923, 31.620821
1459919050.131000, 47.525272, 31.793056
1459919050.145000, 47.914104, 31.966870
1459919050.159000, 48.256895, 32.142220
1459919050.172000, 48.532843, 32.306376
1459919050.186000, 48.783412, 32.484550
1459919050.200000, 48.984868, 32.664108
1459919050.213000, 49.127500, 32.832030
1459919050.227000, 49.233019, 33.014094
1459919050.241000, 49.288712, 33.197368
1459919050.255000, 49.294919, 33.381789
1459919050.269000, 49.252273, 33.567284
1459919050.283000, 49.161717, 33.753788
1459919050.296000, 49.035809, 33.927816
1459919050.310000, 48.856602, 34.116061
1459919050.324000, 48.633927, 34.305102
1459919050.334000, 48.449388, 34.440575
1459919050.347000, 48.179279, 34.617198
1459919050.357000, 47.949390, 34.753413
1459919050.370000, 47.623576, 34.930901
1459919050.380000, 47.353494, 35.067712
1459919050.393000, 46.979071, 35.245862
1459919050.404000, 46.643377, 35.396843
1459919050.418000, 46.193737, 35.589236
1459919050.432000, 45.722155, 35.781825
1459919050.446000, 45.232095, 35.974535
1459919050.460000, 44.727119, 36.167277
1459919050.474000, 44.210788, 36.359974
1459919050.488000, 43.686688, 36.552550
1459919050.503000, 43.120571, 36.758659
1459919050.517000, 42.591664, 36.950728
1459919050.530000, 42.103144, 37.128751
1459919050.544000, 41.582987, 37.320046
1459919050.558000, 41.072104, 37.510831
1459919050.572000, 40.573572, 37.701021
1459919050.586000, 40.090254, 37.890542
1459919050.600000, 39.624831, 38.079321
1459919050.614000, 39.179782, 38.267288
1459919050.628000, 38.757349, 38.454358
1459919050.642000, 38.359549, 38.640465
1459919050.657000, 37.962661, 38.838714
1459919050.671000, 37.621214, 39.022596
1459919050.685000, 37.309023, 39.205296
1459919050.700000, 37.008104, 39.399660
1459919050.714000, 36.759352, 39.579691
1459919050.728000, 36.542075, 39.758331
1459919050.743000, 36.344443, 39.948110
1459919050.757000, 36.192787, 40.123655
1459919050.772000, 36.065135, 40.309976
1459919050.786000, 35.977998, 40.482153
1459919050.801000, 35.918130, 40.664714
1459919050.815000, 35.892586, 40.833253
1459919050.830000, 35.896493, 41.011778
1459919050.844000, 35.928052, 41.176424
1459919050.859000, 35.990205, 41.350635
1459919050.874000, 36.079912, 41.522517
1459919050.888000, 36.186794, 41.680767
1459919050.903000, 36.324197, 41.847937
1459919050.918000, 36.483204, 42.012568
1459919050.932000, 36.649186, 42.163876
1459919050.947000, 36.843760, 42.323417
1459919050.961000, 37.039052, 42.469858
1459919050.976000, 37.260854, 42.624060
1459919050.987000, 37.430507, 42.735331
1459919051.002000, 37.669664, 42.884554
1459919051.016000, 37.899282, 43.021154
1459919051.031000, 38.150171, 43.164593
1459919051.046000, 38.404117, 43.304958
1459919051.060000, 38.642151, 43.433135
1459919051.075000, 38.896514, 43.567382
1459919051.090000, 39.148420, 43.698379
1459919051.104000, 39.379846, 43.817663
1459919051.120000, 39.638250, 43.950398
1459919051.130000, 39.795709, 44.031391
1459919051.145000, 40.024990, 44.149984
1459919051.159000, 40.230500, 44.257509
1459919051.174000, 40.440471, 44.369271
1459919051.189000, 40.638795, 44.477414
1459919051.203000, 40.812515, 44.575039
1459919051.218000, 40.985604, 44.676041
1459919051.233000, 41.144426, 44.773272
1459919051.248000, 41.288265, 44.866677
1459919051.262000, 41.408462, 44.950364
1459919051.277000, 41.521673, 45.036233
1459919051.292000, 41.618335, 45.118129
1459919051.304000, 41.683491, 45.180750
1459919051.315000, 41.733547, 45.235872
1459919051.327000, 41.777492, 45.293487
1459919051.338000, 41.807892, 45.343979
1459919051.349000, 41.828778, 45.392224
1459919051.360000, 41.840079, 45.438204
1459919051.371000, 41.841769, 45.481904
1459919051.382000, 41.833808, 45.523302
1459919051.393000, 41.816191, 45.562381
1459919051.404000, 41.788906, 45.599123
1459919051.415000, 41.751959, 45.633509
1459919051.426000, 41.705371, 45.665518
1459919051.441000, 41.626344, 45.705312
1459919051.455000, 41.536530, 45.738401
1459919051.467000, 41.447264, 45.763621
1459919051.481000, 41.328899, 45.789346
1459919051.496000, 41.185206, 45.812451
1459919051.507000, 41.068832, 45.826442
1459919051.522000, 40.895270, 45.841459
1459919051.537000, 40.704730, 45.851753
1459919051.552000, 40.497410, 45.857284
