Column1, Column2,
1.45992e+009, -3.4671, 53.5968
1.45992e+009, -3.14867, 53.2544
1.45992e+009, -2.78201, 52.9184
1.45992e+009, -2.35184, 52.5696
1.45992e+009, -1.86, 52.2083
1.45992e+009, -1.30888, 51.835
1.45992e+009, -0.661551, 51.4256
1.45992e+009, 0.0023279, 51.0287
1.45992e+009, 0.715363, 50.6213
1.45992e+009, 1.4734, 50.2038
1.45992e+009, 2.32308, 49.7497
1.45992e+009, 3.15939, 49.3131
1.45992e+009, 4.02601, 48.8682
1.45992e+009, 4.97412, 48.3869
1.45992e+009, 5.88649, 47.9267
1.45992e+009, 6.87086, 47.4307
1.45992e+009, 7.80563, 46.9579
1.45992e+009, 8.74286, 46.48
1.45992e+009, 9.79344, 45.9372
1.45992e+009, 10.7755, 45.4202
1.45992e+009, 11.6854, 44.9307
1.45992e+009, 12.6314, 44.4081
1.45992e+009, 13.4975, 43.9146
1.45992e+009, 14.336, 43.4203
1.45992e+009, 15.1433, 42.9259
1.45992e+009, 15.9159, 42.4319
1.45992e+009, 16.6511, 41.939
1.45992e+009, 17.3886, 41.4174
1.45992e+009, 18.0394, 40.9289
1.45992e+009, 18.6469, 40.4434
1.45992e+009, 19.2099, 39.9616
1.45992e+009, 19.7279, 39.4839
1.45992e+009, 20.2007, 39.011
1.45992e+009, 20.6031, 38.5724
1.45992e+009, 20.9893, 38.1101
1.45992e+009, 21.3322, 37.6539
1.45992e+009, 21.6503, 37.1766
1.45992e+009, 21.908, 36.7345
1.45992e+009, 22.1272, 36.2999
1.45992e+009, 22.31, 35.8731
1.45992e+009, 22.475, 35.4025
1.45992e+009, 22.5944, 34.9679
1.45992e+009, 22.6774, 34.5677
1.45992e+009, 22.7345, 34.1764
1.45992e+009, 22.7686, 33.7941
1.45992e+009, 22.7825, 33.421
1.45992e+009, 22.7782, 33.0348
1.45992e+009, 22.7592, 32.6809
1.45992e+009, 22.7283, 32.3364
1.45992e+009, 22.6882, 32.0013
1.45992e+009, 22.6415, 31.6756
1.45992e+009, 22.5906, 31.3592
1.45992e+009, 22.5344, 31.0332
1.45992e+009, 22.4819, 30.7358
1.45992e+009, 22.4318, 30.4474
1.45992e+009, 22.3859, 30.1679
1.45992e+009, 22.3438, 29.8803
1.45992e+009, 22.312, 29.6184
1.45992e+009, 22.2892, 29.3648
1.45992e+009, 22.2767, 29.1191
1.45992e+009, 22.276, 28.8664
1.45992e+009, 22.2881, 28.6363
1.45992e+009, 22.3135, 28.4133
1.45992e+009, 22.3528, 28.1971
1.45992e+009, 22.4067, 27.9873
1.45992e+009, 22.4803, 27.7712
1.45992e+009, 22.5655, 27.5739
1.45992e+009, 22.6663, 27.3819
1.45992e+009, 22.7829, 27.1951
1.45992e+009, 22.9154, 27.013
1.45992e+009, 23.0737, 26.8244
1.45992e+009, 23.2389, 26.651
1.45992e+009, 23.42, 26.4814
1.45992e+009, 23.6423, 26.2945
1.45992e+009, 23.8702, 26.1214
1.45992e+009, 24.0855, 25.9711
1.45992e+009, 24.3454, 25.8032
1.45992e+009, 24.5885, 25.6569
1.45992e+009, 24.8617, 25.5024
1.45992e+009, 25.1306, 25.3587
1.45992e+009, 25.4307, 25.2065
1.45992e+009, 25.7644, 25.0457
1.45992e+009, 26.0711, 24.9042
1.45992e+009, 26.4107, 24.7535
1.45992e+009, 26.7627, 24.6027
1.45992e+009, 27.1269, 24.4517
1.45992e+009, 27.4791, 24.3097
1.45992e+009, 27.8659, 24.1576
1.45992e+009, 28.2639, 24.0045
1.45992e+009, 28.647, 23.86
1.45992e+009, 29.0658, 23.7047
1.45992e+009, 29.4948, 23.548
1.45992e+009, 29.906, 23.3997
1.45992e+009, 30.3539, 23.2398
1.45992e+009, 30.8111, 23.0782
1.45992e+009, 31.2772, 22.9146
1.45992e+009, 31.7817, 22.7386
1.45992e+009, 32.265, 22.5709
1.45992e+009, 32.7561, 22.4009
1.45992e+009, 33.2546, 22.2288
1.45992e+009, 33.76, 22.0544
1.45992e+009, 34.2397, 21.8889
1.45992e+009, 34.8225, 21.6875
1.45992e+009, 35.3793, 21.4947
1.45992e+009, 35.9086, 21.3108
1.45992e+009, 36.4423, 21.1246
1.45992e+009, 36.9801, 20.9361
1.45992e+009, 37.5212, 20.7454
1.45992e+009, 38.0651, 20.5525
1.45992e+009, 38.5769, 20.3696
1.45992e+009, 39.1244, 20.1726
1.45992e+009, 39.6728, 19.9734
1.45992e+009, 40.2214, 19.7723
1.45992e+009, 40.7696, 19.5693
1.45992e+009, 41.3165, 19.3645
1.45992e+009, 41.8615, 19.1579
1.45992e+009, 42.4376, 18.9365
1.45992e+009, 43.0098, 18.7135
1.45992e+009, 43.5771, 18.4887
1.45992e+009, 44.1387, 18.2625
1.45992e+009, 44.6613, 18.0483
1.45992e+009, 45.1772, 17.833
1.45992e+009, 45.7174, 17.6031
1.45992e+009, 46.2174, 17.3858
1.45992e+009, 46.7693, 17.1404
1.45992e+009, 47.2497, 16.9216
1.45992e+009, 47.778, 16.6748
1.45992e+009, 48.2361, 16.455
1.45992e+009, 48.7101, 16.2212
1.45992e+009, 49.1438, 16.001
1.45992e+009, 49.5909, 15.7669
1.45992e+009, 49.9732, 15.5605
1.45992e+009, 50.3921, 15.3268
1.45992e+009, 50.7721, 15.1071
1.45992e+009, 51.1603, 14.8743
1.45992e+009, 51.5108, 14.6557
1.45992e+009, 51.8672, 14.4242
1.45992e+009, 52.1872, 14.2071
1.45992e+009, 52.4922, 13.991
1.45992e+009, 52.7822, 13.7759
1.45992e+009, 53.0737, 13.5486
1.45992e+009, 53.3482, 13.3227
1.45992e+009, 53.6202, 13.0852
1.45992e+009, 53.8733, 12.8496
1.45992e+009, 54.0825, 12.6419
1.45992e+009, 54.2058, 12.513
1.45992e+009, 54.4023, 12.2954
1.45992e+009, 54.5827, 12.0799
1.45992e+009, 54.7471, 11.8666
1.45992e+009, 54.8958, 11.6557
1.45992e+009, 55.0293, 11.4473
1.45992e+009, 55.1477, 11.2414
1.45992e+009, 55.2514, 11.0382
1.45992e+009, 55.3456, 10.8262
1.45992e+009, 55.428, 10.6058
1.45992e+009, 55.4873, 10.4119
1.45992e+009, 55.5184, 10.2881
1.45992e+009, 55.5576, 10.0883
1.45992e+009, 55.5822, 9.89227
1.45992e+009, 55.5925, 9.71061
1.45992e+009, 55.5897, 9.52206
1.45992e+009, 55.5756, 9.35783
1.45992e+009, 55.5468, 9.17697
1.45992e+009, 55.5071, 9.01004
1.45992e+009, 55.4517, 8.83749
1.45992e+009, 55.3869, 8.6786
1.45992e+009, 55.3145, 8.53273
1.45992e+009, 55.2256, 8.38176
1.45992e+009, 55.1239, 8.23498
1.45992e+009, 55.0162, 8.10075
1.45992e+009, 54.8968, 7.97038
1.45992e+009, 54.7651, 7.84394
1.45992e+009, 54.6208, 7.72151
1.45992e+009, 54.4634, 7.60314
1.45992e+009, 54.2813, 7.48189
1.45992e+009, 54.0831, 7.36539
1.45992e+009, 53.8813, 7.26013
1.45992e+009, 53.664, 7.15921
1.45992e+009, 53.4304, 7.06268
1.45992e+009, 53.1798, 6.97061
1.45992e+009, 52.9115, 6.88305
1.45992e+009, 52.6245, 6.80006
1.45992e+009, 52.3181, 6.72171
1.45992e+009, 51.949, 6.63919
1.45992e+009, 51.5983, 6.5709
1.45992e+009, 51.2254, 6.50742
1.45992e+009, 50.804, 6.44532
1.45992e+009, 50.3826, 6.39197
1.45992e+009, 49.9365, 6.34361
1.45992e+009, 49.4649, 6.30029
1.45992e+009, 48.967, 6.26209
1.45992e+009, 48.4085, 6.22715
1.45992e+009, 47.8547, 6.19964
1.45992e+009, 47.2729, 6.17739
1.45992e+009, 46.663, 6.16047
1.45992e+009, 45.9839, 6.14836
1.45992e+009, 45.2299, 6.14222
1.45992e+009, 44.5298, 6.14257
1.45992e+009, 43.8018, 6.14844
1.45992e+009, 43.0466, 6.15988
1.45992e+009, 42.265, 6.17693
1.45992e+009, 41.4579, 6.19963
1.45992e+009, 40.6267, 6.22802
1.45992e+009, 39.7728, 6.26216
1.45992e+009, 38.898, 6.30206
1.45992e+009, 38.0043, 6.34778
1.45992e+009, 37.094, 6.39936
1.45992e+009, 36.1696, 6.45681
1.45992e+009, 35.2339, 6.52018
1.45992e+009, 34.29, 6.5895
1.45992e+009, 33.341, 6.66479
1.45992e+009, 32.3905, 6.74609
1.45992e+009, 31.4421, 6.83342
1.45992e+009, 30.4997, 6.9268
1.45992e+009, 29.6252, 7.01986
1.45992e+009, 28.7057, 7.12503
1.45992e+009, 27.7485, 7.24347
1.45992e+009, 26.8706, 7.36125
1.45992e+009, 26.0191, 7.48517
1.45992e+009, 25.1984, 7.61523
1.45992e+009, 24.4123, 7.75145
1.45992e+009, 23.6195, 7.90293
1.45992e+009, 22.9171, 8.05184
1.45992e+009, 22.2606, 8.20692
1.45992e+009, 21.617, 8.37842
1.45992e+009, 20.9999, 8.56757
1.45992e+009, 20.5095, 8.74221
1.45992e+009, 20.0761, 8.92297
1.45992e+009, 19.7011, 9.10982
1.45992e+009, 19.3857, 9.30274
1.45992e+009, 19.1305, 9.50171
1.45992e+009, 18.9356, 9.70669
1.45992e+009, 18.8005, 9.91766
1.45992e+009, 18.7243, 10.1346
1.45992e+009, 18.7055, 10.3574
1.45992e+009, 18.7423, 10.586
1.45992e+009, 18.8394, 10.8353
1.45992e+009, 18.9823, 11.0759
1.45992e+009, 19.1717, 11.3222
1.45992e+009, 19.4039, 11.574
1.45992e+009, 19.6747, 11.8314
1.45992e+009, 19.9796, 12.0943
1.45992e+009, 20.3139, 12.3625
1.45992e+009, 20.6727, 12.6361
1.45992e+009, 21.0751, 12.9324
1.45992e+009, 21.4683, 13.2166
1.45992e+009, 21.8702, 13.5058
1.45992e+009, 22.301, 13.8184
1.45992e+009, 22.7045, 14.1175
1.45992e+009, 23.1012, 14.4212
1.45992e+009, 23.5097, 14.7488
1.45992e+009, 23.8772, 15.0617
1.45992e+009, 24.2239, 15.3787
1.45992e+009, 24.5652, 15.72
1.45992e+009, 24.8569, 16.0452
1.45992e+009, 25.1319, 16.3948
1.45992e+009, 25.355, 16.7275
1.45992e+009, 25.5409, 17.0635
1.45992e+009, 25.6956, 17.424
1.45992e+009, 25.7991, 17.7663
1.45992e+009, 25.8633, 18.1329
1.45992e+009, 25.8798, 18.4806
1.45992e+009, 25.8535, 18.8306
1.45992e+009, 25.7788, 19.2047
1.45992e+009, 25.6565, 19.5808
1.45992e+009, 25.4989, 19.9364
1.45992e+009, 25.3672, 20.1816
1.45992e+009, 25.2025, 20.4497
1.45992e+009, 25.0165, 20.7183
1.45992e+009, 24.8099, 20.9874
1.45992e+009, 24.3806, 21.4812
1.45992e+009, 23.9376, 21.9304
1.45992e+009, 23.4234, 22.4017
1.45992e+009, 22.8922, 22.8495
1.45992e+009, 22.2671, 23.3402
1.45992e+009, 21.9407, 23.5846
1.45992e+009, 21.4515, 23.9387
1.45992e+009, 20.9477, 24.2909
1.45992e+009, 20.4319, 24.6408
1.45992e+009, 19.9067, 24.9881
1.45992e+009, 19.3745, 25.3325
1.45992e+009, 18.8041, 25.6949
1.45992e+009, 18.265, 26.0323
1.45992e+009, 17.7259, 26.3658
1.45992e+009, 17.189, 26.6951
1.45992e+009, 16.6562, 27.0199
1.45992e+009, 16.0967, 27.3597
1.45992e+009, 15.5138, 27.7131
1.45992e+009, 15.0058, 28.0215
1.45992e+009, 14.5088, 28.324
1.45992e+009, 13.9942, 28.6388
1.45992e+009, 13.466, 28.9643
1.45992e+009, 12.9844, 29.264
1.45992e+009, 12.4939, 29.5728
1.45992e+009, 12.0757, 29.8396
1.45992e+009, 11.626, 30.1309
